HOTEL,LEAD_TIME,ARRIVAL_DATE_WEEK_NUMBER,STAYS_IN_WEEKEND_NIGHTS,STAYS_IN_WEEK_NIGHTS,ADULTS,CHILDREN,BABIES,MEAL,COUNTRY,MARKET_SEGMENT,DISTRIBUTION_CHANNEL,IS_REPEATED_GUEST,PREVIOUS_CANCELLATIONS,PREVIOUS_BOOKINGS_NOT_CANCELED,RESERVED_ROOM_TYPE,ASSIGNED_ROOM_TYPE,BOOKING_CHANGES,DEPOSIT_TYPE,AGENT,DAYS_IN_WAITING_LIST,CUSTOMER_TYPE,ADR,REQUIRED_CAR_PARKING_SPACES,TOTAL_OF_SPECIAL_REQUESTS,RESERVATION_STATUS,RESERVATION_STATUS_DATE,ARRIVAL_DATE,TOTAL_NIGHTS,REVENUE,MONTH,DAY_NAME,YEAR,BOOKING_DAY_TYPE,BOOKING_STATUS,CUSTOMER_SEGMENT,BOOKING_PLATFORM,DEVICE_TYPE,DISCOUNT_PERCENTAGE,TOTAL_STAY,TOTAL_REVENUE,Payment_Method,FINAL REVENUE
City Hotel,7,43,0,1,2,0,0,BB,DOM,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,Transient,114,0,0,Check-Out,22-10-2015,21-10-2015,1,114,October,Wednesday,2015,Weekday,completed,Group,Mobile App,iOS,15,1,114,CASH,96.9
City Hotel,31,43,1,2,1,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,22,0,Transient,69.3,0,0,Check-Out,22-10-2015,19-10-2015,3,207.9,October,Monday,2015,Weekday,completed,Individual,Mobile App,Desktop,15,3,207.9,CASH,176.715
Resort Hotel,28,43,1,2,1,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,22,0,Transient,92.4,0,0,Check-Out,22-10-2015,19-10-2015,3,277.2,October,Monday,2015,Weekday,completed,Business,Partner Platform,iOS,15,3,231,UPI,196.35
Resort Hotel,3,43,1,2,1,0,0,SC,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient,159.6,0,1,Check-Out,22-10-2015,19-10-2015,3,478.8,October,Monday,2015,Weekday,completed,Business,Website,iOS,5,3,399,DEBIT CARD,379.05
City Hotel,14,43,1,2,1,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,120,0,1,Check-Out,22-10-2015,19-10-2015,3,360,October,Monday,2015,Weekday,completed,Business,Website,Android,5,3,360,DEBIT CARD,342
Resort Hotel,6,43,1,2,1,0,0,SC,LTU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,105.336,0,1,Check-Out,22-10-2015,19-10-2015,3,316.008,October,Monday,2015,Weekday,completed,Individual,Website,iOS,20,3,263.34,UPI,210.672
City Hotel,6,43,0,2,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,120,0,2,Check-Out,22-10-2015,20-10-2015,2,240,October,Tuesday,2015,Weekday,completed,Business,Mobile App,Android,15,2,240,CASH,204
Resort Hotel,6,43,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,154.8,1,3,Check-Out,22-10-2015,20-10-2015,2,309.6,October,Tuesday,2015,Weekday,completed,Business,Website,iOS,15,2,258,CASH,219.3
Resort Hotel,8,43,0,2,2,0,0,BB,BGR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9,0,Contract,162,0,1,Check-Out,22-10-2015,20-10-2015,2,324,October,Tuesday,2015,Weekday,completed,Business,Mobile App,Desktop,5,2,270,NET BANKING,256.5
Resort Hotel,11,43,2,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,0,Transient,102,0,0,Check-Out,22-10-2015,18-10-2015,4,408,October,Sunday,2015,Weekend,completed,Business,Partner Platform,Desktop,20,4,340,CASH,272
Resort Hotel,6,43,0,2,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Contract,163.2,0,1,Check-Out,22-10-2015,20-10-2015,2,326.4,October,Tuesday,2015,Weekday,completed,Business,Mobile App,iOS,0,2,272,UPI,272
City Hotel,0,43,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,145,0,0,Check-Out,22-10-2015,21-10-2015,1,145,October,Wednesday,2015,Weekday,completed,Business,Website,iOS,0,1,145,NET BANKING,145
City Hotel,8,43,2,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Contract,136,0,2,Check-Out,22-10-2015,18-10-2015,4,544,October,Sunday,2015,Weekend,completed,Individual,Mobile App,Android,20,4,544,CASH,435.2
City Hotel,11,43,1,2,1,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,0,Transient,77,0,0,Check-Out,22-10-2015,19-10-2015,3,231,October,Monday,2015,Weekday,completed,Business,Mobile App,iOS,0,3,231,CASH,231
City Hotel,2,43,2,2,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,98.21,0,0,Check-Out,22-10-2015,18-10-2015,4,392.84,October,Sunday,2015,Weekend,completed,Business,Partner Platform,iOS,20,4,392.84,UPI,314.272
Resort Hotel,288,42,2,3,1,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,66.756,0,0,Check-Out,22-10-2015,17-10-2015,5,333.78,October,Saturday,2015,Weekend,completed,Business,Mobile App,iOS,20,5,278.15,DEBIT CARD,222.52
Resort Hotel,26,43,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient,78,0,0,Check-Out,22-10-2015,21-10-2015,1,78,October,Wednesday,2015,Weekday,completed,Individual,Mobile App,Android,20,1,65,NET BANKING,52
Resort Hotel,1,14,0,3,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,0,0,Transient,80.4,0,0,Check-Out,02-04-2016,30-03-2016,3,241.2,March,Wednesday,2016,Weekday,completed,Business,Mobile App,Android,5,3,201,UPI,190.95
Resort Hotel,4,43,1,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,0,Contract,120.96,0,1,Check-Out,22-10-2015,19-10-2015,3,362.88,October,Monday,2015,Weekday,completed,Individual,Mobile App,Android,15,3,302.4,DEBIT CARD,257.04
Resort Hotel,0,43,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,0,0,Transient,128.4,0,0,Check-Out,22-10-2015,21-10-2015,1,128.4,October,Wednesday,2015,Weekday,completed,Business,Mobile App,Desktop,0,1,107,NET BANKING,107
City Hotel,8,43,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,126,0,1,Check-Out,22-10-2015,20-10-2015,2,252,October,Tuesday,2015,Weekday,completed,Group,Partner Platform,Android,5,2,252,CASH,239.4
Resort Hotel,12,43,2,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,0,Transient,102,0,0,Check-Out,22-10-2015,18-10-2015,4,408,October,Sunday,2015,Weekend,completed,Business,Mobile App,Android,15,4,340,DEBIT CARD,289
Resort Hotel,13,43,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,151.2,0,2,Check-Out,22-10-2015,18-10-2015,4,604.8,October,Sunday,2015,Weekend,completed,Business,Mobile App,Desktop,15,4,504,CASH,428.4
City Hotel,12,43,0,2,1,0,0,BB,SWE,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient-Party,130,0,0,Check-Out,22-10-2015,20-10-2015,2,260,October,Tuesday,2015,Weekday,completed,Group,Mobile App,Android,15,2,260,CASH,221
Resort Hotel,12,43,0,2,1,0,0,BB,SWE,Corporate,Corporate,0,0,0,A,B,0,No Deposit,0,0,Transient-Party,156,0,0,Check-Out,22-10-2015,20-10-2015,2,312,October,Tuesday,2015,Weekday,completed,Business,Website,Desktop,10,2,260,UPI,234
City Hotel,32,43,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,96.3,0,1,Check-Out,22-10-2015,19-10-2015,3,288.9,October,Monday,2015,Weekday,completed,Individual,Website,iOS,0,3,288.9,UPI,288.9
City Hotel,27,43,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,1,No Deposit,14,0,Transient,91.25,0,0,Check-Out,22-10-2015,18-10-2015,4,365,October,Sunday,2015,Weekend,completed,Business,Website,Desktop,10,4,365,CASH,328.5
City Hotel,12,43,0,2,1,0,0,BB,FIN,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient-Party,130,0,0,Check-Out,22-10-2015,20-10-2015,2,260,October,Tuesday,2015,Weekday,completed,Business,Partner Platform,iOS,0,2,260,UPI,260
City Hotel,23,43,2,2,3,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,0,Transient,105,0,1,Check-Out,22-10-2015,18-10-2015,4,420,October,Sunday,2015,Weekend,completed,Business,Mobile App,Android,5,4,420,UPI,399
City Hotel,32,43,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,0,Transient,75,0,0,Check-Out,22-10-2015,20-10-2015,2,150,October,Tuesday,2015,Weekday,completed,Individual,Website,Android,5,2,150,CASH,142.5
City Hotel,25,43,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,28,0,Transient,75,0,0,Check-Out,22-10-2015,19-10-2015,3,225,October,Monday,2015,Weekday,completed,Individual,Mobile App,iOS,20,3,225,CASH,180
City Hotel,12,43,0,2,1,0,0,BB,ITA,Corporate,Corporate,0,0,0,A,B,0,No Deposit,0,0,Transient-Party,130,0,0,Check-Out,22-10-2015,20-10-2015,2,260,October,Tuesday,2015,Weekday,completed,Business,Mobile App,iOS,20,2,260,DEBIT CARD,208
City Hotel,26,43,1,2,1,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,22,0,Transient,77,0,0,Check-Out,22-10-2015,19-10-2015,3,231,October,Monday,2015,Weekday,completed,Business,Mobile App,Android,20,3,231,CASH,184.8
Resort Hotel,3,43,1,2,1,0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient,158.4,0,0,Check-Out,22-10-2015,19-10-2015,3,475.2,October,Monday,2015,Weekday,completed,Business,Mobile App,Android,0,3,396,UPI,396
Resort Hotel,3,43,1,2,2,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient,147.6,0,0,Check-Out,22-10-2015,19-10-2015,3,442.8,October,Monday,2015,Weekday,completed,Business,Partner Platform,Android,5,3,369,NET BANKING,350.55
City Hotel,3,43,1,2,2,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient,123,0,0,Check-Out,22-10-2015,19-10-2015,3,369,October,Monday,2015,Weekday,completed,Business,Partner Platform,Android,10,3,369,UPI,332.1
Resort Hotel,19,43,0,1,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,6,0,Transient,209.1,0,0,Check-Out,22-10-2015,21-10-2015,1,209.1,October,Wednesday,2015,Weekday,completed,Individual,Mobile App,Desktop,20,1,174.25,CASH,139.4
Resort Hotel,6,43,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,116.424,0,1,Check-Out,22-10-2015,18-10-2015,4,465.696,October,Sunday,2015,Weekend,completed,Business,Website,Desktop,20,4,388.08,CASH,310.464
City Hotel,7,43,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,Transient,114,0,0,Check-Out,22-10-2015,21-10-2015,1,114,October,Wednesday,2015,Weekday,completed,Business,Partner Platform,Desktop,15,1,114,NET BANKING,96.9
Resort Hotel,5,43,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,0,Transient-Party,0,0,0,Check-Out,22-10-2015,21-10-2015,1,0,October,Wednesday,2015,Weekday,completed,Individual,Mobile App,Android,0,1,0,NET BANKING,0
Resort Hotel,6,43,1,2,1,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,0,Transient,163.2,0,1,Check-Out,22-10-2015,19-10-2015,3,489.6,October,Monday,2015,Weekday,completed,Business,Partner Platform,Android,0,3,408,CASH,408
City Hotel,1,43,0,0,1,0,0,BB,PRT,Complementary,Direct,0,0,0,D,A,0,No Deposit,0,0,Transient,0,0,0,Check-Out,22-10-2015,22-10-2015,0,0,October,Thursday,2015,Weekday,cancelled,Individual,Website,Android,15,0,0,UPI,0
Resort Hotel,2,5,0,1,1,0,0,BB,PRT,Complementary,Direct,1,0,1,A,G,0,No Deposit,0,0,Transient-Party,0,0,0,Check-Out,28-01-2016,27-01-2016,1,0,January,Wednesday,2016,Weekday,completed,Business,Website,Desktop,5,1,0,NET BANKING,0
Resort Hotel,0,24,0,1,1,0,0,BB,PRT,Complementary,Direct,1,0,2,D,D,0,No Deposit,0,0,Transient,0,0,0,Check-Out,08-06-2016,07-06-2016,1,0,June,Tuesday,2016,Weekday,completed,Business,Partner Platform,iOS,5,1,0,NET BANKING,0
City Hotel,3,27,0,1,2,1,0,BB,PRT,Complementary,Direct,1,0,3,B,B,0,No Deposit,0,0,Transient,0,0,1,Check-Out,03-07-2016,02-07-2016,1,0,July,Saturday,2016,Weekend,completed,Individual,Website,iOS,10,1,0,DEBIT CARD,0
City Hotel,3,27,0,1,2,0,0,BB,PRT,Complementary,Direct,1,0,3,B,B,0,No Deposit,0,0,Transient,0,0,2,Check-Out,03-07-2016,02-07-2016,1,0,July,Saturday,2016,Weekend,completed,Individual,Partner Platform,iOS,10,1,0,NET BANKING,0
Resort Hotel,9,28,0,1,2,0,0,BB,PRT,Complementary,Direct,1,0,5,D,E,0,No Deposit,0,0,Transient,0,0,2,Check-Out,09-07-2016,08-07-2016,1,0,July,Friday,2016,Weekday,completed,Business,Mobile App,iOS,20,1,0,CASH,0
Resort Hotel,0,43,0,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,136.8,0,0,Check-Out,23-10-2015,20-10-2015,3,410.4,October,Tuesday,2015,Weekday,completed,Group,Mobile App,iOS,5,3,342,NET BANKING,324.9
Resort Hotel,8,43,0,3,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,154.8,1,1,Check-Out,23-10-2015,20-10-2015,3,464.4,October,Tuesday,2015,Weekday,completed,Business,Mobile App,Android,5,3,387,NET BANKING,367.65
Resort Hotel,28,43,1,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,0,Transient,90,0,0,Check-Out,23-10-2015,19-10-2015,4,360,October,Monday,2015,Weekday,completed,Business,Mobile App,iOS,15,4,300,UPI,255
City Hotel,9,43,2,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Group,114,0,1,Check-Out,23-10-2015,18-10-2015,5,570,October,Sunday,2015,Weekend,completed,Individual,Website,Android,0,5,570,NET BANKING,570
Resort Hotel,5,41,6,13,1,0,0,BB,BRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient,114,0,1,Check-Out,23-10-2015,04-10-2015,19,2166,October,Sunday,2015,Weekend,completed,Individual,Mobile App,Android,0,19,1805,NET BANKING,1805
Resort Hotel,15,43,0,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,14,0,Transient,130.8,0,0,Check-Out,23-10-2015,20-10-2015,3,392.4,October,Tuesday,2015,Weekday,completed,Business,Website,Android,10,3,327,DEBIT CARD,294.3
Resort Hotel,29,43,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,0,Transient,90,0,0,Check-Out,23-10-2015,20-10-2015,3,270,October,Tuesday,2015,Weekday,completed,Individual,Website,Android,15,3,225,UPI,191.25
Resort Hotel,7,43,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient,78,0,0,Check-Out,23-10-2015,22-10-2015,1,78,October,Thursday,2015,Weekday,completed,Business,Website,Android,0,1,65,NET BANKING,65
City Hotel,23,43,2,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,0,Transient,75,0,0,Check-Out,23-10-2015,18-10-2015,5,375,October,Sunday,2015,Weekend,completed,Individual,Website,iOS,0,5,375,CASH,375
Resort Hotel,0,43,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,1,0,Transient,72,0,0,Check-Out,23-10-2015,22-10-2015,1,72,October,Thursday,2015,Weekday,completed,Individual,Mobile App,iOS,10,1,60,CASH,54
Resort Hotel,0,5,1,1,1,0,0,BB,PRT,Groups,TA/TO,1,0,1,A,A,0,No Deposit,1,0,Transient,48,0,0,Check-Out,27-01-2016,25-01-2016,2,96,January,Monday,2016,Weekday,completed,Business,Mobile App,Android,0,2,80,DEBIT CARD,80
Resort Hotel,6,10,0,2,1,0,0,BB,PRT,Groups,TA/TO,1,0,2,A,A,0,No Deposit,1,0,Transient-Party,61.2,0,0,Check-Out,04-03-2016,02-03-2016,2,122.4,March,Wednesday,2016,Weekday,completed,Individual,Mobile App,iOS,10,2,102,CASH,91.8
City Hotel,0,6,0,3,2,0,0,BB,PRT,Groups,TA/TO,1,0,3,A,A,2,No Deposit,1,0,Group,68.33,0,0,Check-Out,10-02-2017,07-02-2017,3,204.99,February,Tuesday,2017,Weekday,completed,Individual,Partner Platform,Android,0,3,204.99,CASH,204.99
City Hotel,21,43,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,126,0,2,Check-Out,23-10-2015,20-10-2015,3,378,October,Tuesday,2015,Weekday,completed,Individual,Website,iOS,5,3,378,NET BANKING,359.1
City Hotel,2,43,0,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,120,0,1,Check-Out,23-10-2015,22-10-2015,1,120,October,Thursday,2015,Weekday,completed,Business,Partner Platform,iOS,0,1,120,UPI,120
City Hotel,10,43,0,3,1,0,0,BB,GRC,Direct,Direct,0,0,0,A,E,0,No Deposit,14,0,Transient,109,0,0,Check-Out,23-10-2015,20-10-2015,3,327,October,Tuesday,2015,Weekday,completed,Business,Mobile App,iOS,10,3,327,DEBIT CARD,294.3
City Hotel,37,43,1,3,1,0,0,BB,GRC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,90.9,0,3,Check-Out,23-10-2015,19-10-2015,4,363.6,October,Monday,2015,Weekday,completed,Business,Website,Desktop,15,4,363.6,NET BANKING,309.06
Resort Hotel,5,43,1,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,0,Contract,147.6,1,1,Check-Out,23-10-2015,19-10-2015,4,590.4,October,Monday,2015,Weekday,completed,Business,Mobile App,iOS,10,4,492,DEBIT CARD,442.8
Resort Hotel,17,43,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,11,0,Group,98.496,0,0,Check-Out,23-10-2015,20-10-2015,3,295.488,October,Tuesday,2015,Weekday,completed,Business,Website,Desktop,5,3,246.24,CASH,233.928
City Hotel,28,42,3,8,2,0,0,BB,SRB,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,Contract,107.92,0,1,Check-Out,23-10-2015,12-10-2015,11,1187.12,October,Monday,2015,Weekday,completed,Individual,Mobile App,iOS,15,11,1187.12,CASH,1009.052
City Hotel,5,43,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,117,0,Transient,115.8,1,0,Check-Out,23-10-2015,18-10-2015,5,579,October,Sunday,2015,Weekend,completed,Business,Website,iOS,5,5,579,NET BANKING,550.05
Resort Hotel,34,43,1,3,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,0,Transient,126.144,0,0,Check-Out,23-10-2015,19-10-2015,4,504.576,October,Monday,2015,Weekday,completed,Business,Mobile App,Android,15,4,420.48,CASH,357.408
Resort Hotel,8,43,0,1,2,0,0,BB,PRT,Complementary,Direct,0,0,0,D,D,0,No Deposit,0,0,Transient,0,0,0,Check-Out,23-10-2015,22-10-2015,1,0,October,Thursday,2015,Weekday,completed,Group,Mobile App,Android,5,1,0,UPI,0
Resort Hotel,10,43,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,151.2,0,1,Check-Out,23-10-2015,20-10-2015,3,453.6,October,Tuesday,2015,Weekday,completed,Individual,Mobile App,Desktop,20,3,378,DEBIT CARD,302.4
Resort Hotel,25,43,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,0,Group,90,0,0,Check-Out,23-10-2015,20-10-2015,3,270,October,Tuesday,2015,Weekday,completed,Business,Website,Android,15,3,225,NET BANKING,191.25
City Hotel,88,53,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,0,Transient,97.35,0,3,Canceled,23-10-2015,30-12-2015,3,292.05,December,Wednesday,2015,Weekday,cancelled,Individual,Mobile App,Desktop,20,3,292.05,NET BANKING,233.64
City Hotel,88,53,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,0,Transient,97.35,0,2,Canceled,23-10-2015,30-12-2015,3,292.05,December,Wednesday,2015,Weekday,cancelled,Business,Mobile App,iOS,0,3,292.05,UPI,292.05
City Hotel,72,52,1,4,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,F,F,1,No Deposit,9,0,Contract,159.3,0,1,Canceled,23-10-2015,21-12-2015,5,796.5,December,Monday,2015,Weekday,cancelled,Business,Partner Platform,Android,15,5,796.5,NET BANKING,677.025
City Hotel,87,2,0,5,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,F,F,0,No Deposit,9,0,Contract,153,0,0,Canceled,23-10-2015,05-01-2016,5,765,January,Tuesday,2016,Weekday,cancelled,Business,Partner Platform,Desktop,20,5,765,UPI,612
City Hotel,31,43,0,3,2,0,0,BB,NLD,Direct,Direct,0,0,0,A,E,0,No Deposit,14,0,Transient,114,0,0,Check-Out,23-10-2015,20-10-2015,3,342,October,Tuesday,2015,Weekday,completed,Business,Website,Desktop,20,3,342,UPI,273.6
Resort Hotel,4,43,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85,0,Transient,86.7,0,0,Check-Out,23-10-2015,19-10-2015,4,346.8,October,Monday,2015,Weekday,completed,Group,Mobile App,Desktop,10,4,289,DEBIT CARD,260.1
Resort Hotel,14,43,1,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,110.604,0,1,Check-Out,23-10-2015,19-10-2015,4,442.416,October,Monday,2015,Weekday,completed,Individual,Mobile App,iOS,10,4,368.68,UPI,331.812
Resort Hotel,8,43,0,2,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,Contract,246,1,1,Check-Out,23-10-2015,21-10-2015,2,492,October,Wednesday,2015,Weekday,completed,Business,Website,Desktop,20,2,410,CASH,328
City Hotel,22,43,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,0,Group,75,0,0,Check-Out,23-10-2015,20-10-2015,3,225,October,Tuesday,2015,Weekday,completed,Business,Mobile App,iOS,15,3,225,CASH,191.25
City Hotel,212,18,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,106.2,0,2,Canceled,23-10-2015,29-04-2016,3,318.6,April,Friday,2016,Weekday,cancelled,Business,Mobile App,Desktop,10,3,318.6,DEBIT CARD,286.74
City Hotel,25,45,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9,0,Contract,99.45,0,1,Canceled,23-10-2015,04-11-2015,4,397.8,November,Wednesday,2015,Weekday,cancelled,Business,Mobile App,Desktop,0,4,397.8,CASH,397.8
Resort Hotel,36,48,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,113.988,0,2,Canceled,23-10-2015,25-11-2015,4,455.952,November,Wednesday,2015,Weekday,cancelled,Individual,Mobile App,Android,10,4,379.96,DEBIT CARD,341.964
Resort Hotel,33,42,2,4,2,2,0,BB,CHE,Online TA,TA/TO,0,0,0,B,G,0,No Deposit,9,0,Contract,114,0,2,Check-Out,23-10-2015,17-10-2015,6,684,October,Saturday,2015,Weekend,completed,Group,Mobile App,iOS,5,6,570,NET BANKING,541.5
Resort Hotel,3,43,1,3,1,0,0,BB,VEN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,Transient,161.1,0,0,Check-Out,23-10-2015,19-10-2015,4,644.4,October,Monday,2015,Weekday,completed,Individual,Mobile App,Android,0,4,537,CASH,537
Resort Hotel,34,43,2,3,1,0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,109.08,0,2,Check-Out,23-10-2015,18-10-2015,5,545.4,October,Sunday,2015,Weekend,completed,Business,Website,iOS,15,5,454.5,UPI,386.325
Resort Hotel,6,43,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Contract,163.2,0,1,Check-Out,23-10-2015,18-10-2015,5,816,October,Sunday,2015,Weekend,completed,Business,Partner Platform,iOS,20,5,680,CASH,544
City Hotel,23,43,2,3,3,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,28,0,Transient,105,0,1,Check-Out,23-10-2015,18-10-2015,5,525,October,Sunday,2015,Weekend,completed,Business,Mobile App,iOS,20,5,525,NET BANKING,420
Resort Hotel,27,43,2,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,0,Transient,90,0,0,Check-Out,23-10-2015,18-10-2015,5,450,October,Sunday,2015,Weekend,completed,Business,Mobile App,Desktop,0,5,375,UPI,375
City Hotel,13,43,1,3,1,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient,109,0,0,Check-Out,23-10-2015,19-10-2015,4,436,October,Monday,2015,Weekday,completed,Individual,Mobile App,iOS,15,4,436,CASH,370.6
Resort Hotel,0,43,0,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,147.6,1,1,Check-Out,23-10-2015,22-10-2015,1,147.6,October,Thursday,2015,Weekday,completed,Business,Partner Platform,Android,5,1,123,NET BANKING,116.85
Resort Hotel,6,43,0,3,1,0,0,BB,GRC,Direct,Direct,0,0,0,A,D,0,No Deposit,14,0,Transient,130.8,0,2,Check-Out,23-10-2015,20-10-2015,3,392.4,October,Tuesday,2015,Weekday,completed,Business,Partner Platform,iOS,20,3,327,CASH,261.6
